,full_word,pt1,rest
1663,flugið,flug,ið
1664,liðsins,lið,sins
1665,riðlakeppnina,riðlakeppni,na
1666,óraði,óra,ði
1667,augnablikið,augnablik,ið
1668,riðlakeppninnar,riðlakeppni,nnar
1669,trúna,trú,na
1670,úrslitum,úrslit,um
1671,liða,lið,a
1672,úrslitin,úrslit,in
1673,deildin,deild,in
1674,keppnin,keppni,n
1675,landsliðskonan,landsliðskona,n
1676,kallaða,kalla,ða
1677,tíðkast,tíðka,st
1678,liði,lið,i
1679,sýningar,sýning,ar
1680,markaþáttum,markaþátt,um
1681,draumaliðsdeildinni,draumaliðsdeild,inni
1682,batnað,batna,ð
1683,þjóðirnar,þjóð,irnar
1684,mótið,mót,ið
1685,beinni,beinn,i
1686,útsendingu,útsending,u
1687,nýliðinn,nýliði,nn
1688,úrslitamóti,úrslitamót,i
1689,risamótum,risamót,um
1690,spilaði,spila,ði
1691,landsliðið,landslið,ið
1692,línumaðurinn,línumaður,inn
1693,skiptið,skipti,ð
1694,kvennalandsliðið,kvennalandslið,ið
1695,marka,mark,a
1696,kappi,kapp,i
1697,knattspyrnuliðið,knattspyrnulið,ið
1698,fást,fá,st
1699,liðanna,lið,anna
1700,forkeppninnar,forkeppni,nnar
1701,forkeppninni,forkeppni,nni
1702,úrvalsdeildarliða,úrvalsdeildarlið,a
1703,leikmaðurinn,leikmaður,inn
1704,atvinnumannaliðin,atvinnumannalið,in
1705,félagið,félag,ið
1706,félagsins,félag,sins
1707,gir,gi,r
1708,hele,hel,e
1709,hjemmesiden,hjemmeside,n
1710,tapi,tap,i
1711,tímabilinu,tímabil,inu
1712,karlalandsliðs,karlalandslið,s
1713,æfinga,æfing,a
1714,gleðina,gleði,na
1715,þjálfarinn,þjálfari,nn
1716,hálsinn,háls,inn
1717,bronsinu,brons,inu
1718,bringusundið,bringusund,ið
1719,undanrásum,undanrás,um
1720,silfurverðlaunin,silfurverðlaun,in
1721,bringusundinu,bringusund,inu
1722,heillaóskirnar,heillaósk,irnar
1723,sundmenninguni,sundmenningun,i
1724,bronsverðlaunin,bronsverðlaun,in
1725,deildar,deild,ar
1726,jafnaði,jafna,ði
1727,umferðirnar,umferð,irnar
1728,umferðum,umferð,um
1729,umferðinni,umferð,inni
1730,karlalandsliða,karlalandslið,a
1731,liðin,lið,in
1732,undanúrslitum,undanúrslit,um
1733,burstaði,bursta,ði
1734,einvígið,einvígi,ð
1735,silfurverðlaunum,silfurverðlaun,um
1736,laugina,laug,ina
1737,bringusunds,bringusund,s
1738,undanúrslitin,undanúrslit,in
1739,undanrásunum,undanrás,unum
1740,undanrásirnar,undanrás,irnar
1741,hamingjuóskum,hamingjuósk,um
1742,svefni,svefn,i
1743,hánóttina,hánótt,ina
1744,undanúrslita,undanúrslit,a
1745,sundið,sund,ið
1746,flugsunds,flugsund,s
1747,flugsundi,flugsund,i
1748,þokast,þoka,st
1749,framtíðin,framtíð,in
1750,skráð,skrá,ð
1751,flugsundið,flugsund,ið
1752,staðfestingu,staðfesting,u
1753,knattspyrnusambandið,knattspyrnusamband,ið
1754,kjölfarið,kjölfar,ið
1755,lðin,lð,in
1756,lokaumferðinni,lokaumferð,inni
1757,tíðarfars,tíðarfar,s
1758,æfingunum,æfing,unum
1759,miðjumaðurinn,miðjumaður,inn
1760,tímamótin,tímamót,in
1761,unglingaliði,unglingalið,i
1762,punda,pund,a
1763,leikurinn,leikur,inn
1764,pompi,pomp,i
1765,heimsbyggðin,heimsbyggð,in
1766,birtast,birta,st
1767,íþróttagreinum,íþróttagrein,um
1768,siglingum,sigling,um
1769,greinunum,grein,unum
1770,íþróttir,íþrótt,ir
1771,hjólreiðar,hjólreið,ar
1772,skylmingar,skylming,ar
1773,lyftingar,lyfting,ar
1774,siglingar,sigling,ar
1775,reipitogi,reipitog,i
1776,gullið,gull,ið
1777,hvoru,hvor,u
1778,keppnisgreina,keppnisgrein,a
1779,íþróttagreinina,íþróttagrein,ina
1780,lokahátíðin,lokahátíð,in
1781,listhlaupi,listhlaup,i
1782,skautakeppnin,skautakeppni,n
1783,vetrarleikarnir,vetrarleikar,nir
1784,skvassi,skvass,i
1785,spaðagreininni,spaðagrein,inni
1786,íþróttagreinanna,íþróttagrein,anna
1787,sumarólympíuleikum,sumarólympíuleik,um
1788,undantekningum,undantekning,um
1789,bardagaíþróttagreinin,bardagaíþróttagrein,in
1790,sýningargreina,sýningargrein,a
1791,blaki,blak,i
1792,íþróttarinnar,íþrótt,arinnar
1793,greinina,grein,ina
1794,íþróttagreinarnar,íþróttagrein,arnar
1795,gullverðlauna,gullverðlaun,a
1796,mánudagskvöldið,mánudagskvöld,ið
1797,umferðar,umferð,ar
1798,framherjinn,framherji,nn
1799,kastaði,kasta,ði
1800,tímabilsins,tímabil,sins
1801,lofar,lofa,r
1802,lágmarkinu,lágmark,inu
1803,langstökki,langstökk,i
1804,úrslita,úrslit,a
1805,spjótkasti,spjótkast,i
1806,lágmarkið,lágmark,ið
1807,kúluvarpi,kúluvarp,i
1808,hlaupi,hlaup,i
1809,heimamaðurinn,heimamaður,inn
1810,minnkaði,minnka,ði
1811,bikarkeppninnar,bikarkeppni,nnar
1812,sigurmarkið,sigurmark,ið
1813,smáríkinu,smáríki,nu
1814,frjálsíþróttamóti,frjálsíþróttamót,i
1815,aldurinn,aldur,inn
1816,landsmetið,landsmet,ið
1817,hlaupinu,hlaup,inu
1818,kylfingurinn,kylfingur,inn
1819,boðsmótinu,boðsmót,inu
1820,mótaröðinni,mótaröð,inni
1821,fugli,fugl,i
1822,úrvalsdeildarliðið,úrvalsdeildarlið,ið
1823,herbúðum,herbúð,um
1824,hornamðurinn,hornamður,inn
1825,landsliðsmaðurinn,landsliðsmaður,inn
1826,komandi,koma,ndi
1827,raðað,raða,ð
1828,raðar,raða,r
1829,liðunum,lið,unum
1830,lokastaðan,lokastaða,n
1831,upplýsingunum,upplýsing,unum
1832,sundinu,sund,inu
1833,vinnuveitandinn,vinnuveitandi,nn
1834,bakið,bak,ið
1835,árásarinnar,árás,arinnar
1836,æfingunni,æfing,unni
1837,tilkynningu,tilkynning,u
1838,knattspyrnusambandinu,knattspyrnusamband,inu
1839,slachtoffers,slachtoffer,s
1840,knattspyrnusambandsins,knattspyrnusamband,sins
1841,tánum,tá,num
1842,hvatningu,hvatning,u
1843,hlaupum,hlaup,um
1844,heimsmetin,heimsmet,in
1845,boðhlaupi,boðhlaup,i
1846,heimsmeistaramótið,heimsmeistaramót,ið
1847,einvíginu,einvígi,nu
1848,undanúrslitunum,undanúrslit,unum
1849,útlitið,útlit,ið
1850,notaðist,nota,ðist
1851,vagninn,vagn,inn
