,full_word,pt1,rest
1725,待たなかっただろう,待,たなかっただろう
1726,売りたくなかった,売,りたくなかった
1727,働かせられた,働,かせられた
1728,着かさなかった,着,かさなかった
1729,履かなかった,履,かなかった
1730,なりたいです,な,りたいです
1731,送りなさい,送,りなさい
1732,撮って,撮,って
1733,帰られませんでした,帰,られませんでした
1734,走らないだろう,走,らないだろう
1735,聞けません,聞,けません
1736,脱がせていただきませんでした,脱,がせていただきませんでした
1737,売れました,売,れました
1738,切っただろう,切,っただろう
1739,磨かなかっただろう,磨,かなかっただろう
1740,着さします,着,さします
1741,知って,知,って
1742,寝させられない,寝,させられない
1743,着ない,着,ない
1744,吹きたがりました,吹,きたがりました
1745,咲けなかった,咲,けなかった
1746,歌いたがりません,歌,いたがりません
1747,吹かさなかった,吹,かさなかった
1748,鳴かなかった,鳴,かなかった
1749,撮らせられます,撮,らせられます
1750,飲ませていただいた,飲,ませていただいた
1751,冠って,冠,って
1752,住まなかったです,住,まなかったです
1753,寝たがらなかった,寝,たがらなかった
1754,出ないで,出,ないで
1755,働かします,働,かします
1756,死ねました,死,ねました
1757,走らしません,走,らしません
1758,走りな,走,りな
1759,並べます,並,べます
1760,呼ばなかっただろう,呼,ばなかっただろう
1761,降らせられません,降,らせられません
1762,困らせました,困,らせました
1763,鳴きました,鳴,きました
1764,頼めた,頼,めた
1765,歩かされる,歩,かされる
1766,見ないでしょう,見,ないでしょう
1767,話してください,話,してください
1768,着きたがった,着,きたがった
1769,飛んで,飛,んで
1770,座らされない,座,らされない
1771,聞かされない,聞,かされない
1772,遊びたかったです,遊,びたかったです
1773,吹け,吹,け
1774,走ろう,走,ろう
1775,言わせていただいた,言,わせていただいた
1776,寝られた,寝,られた
1777,渡さされませんでした,渡,さされませんでした
1778,居させていただいた,居,させていただいた
1779,知りたがりませんでした,知,りたがりませんでした
1780,聞いたでしょう,聞,いたでしょう
1781,買いたかったです,買,いたかったです
1782,座らないで,座,らないで
1783,張らした,張,らした
1784,洗えます,洗,えます
1785,送らさなかった,送,らさなかった
1786,脱がれる,脱,がれる
1787,登らせませんでした,登,らせませんでした
1788,冠らなかっただろう,冠,らなかっただろう
1789,死なせられませんでした,死,なせられませんでした
1790,買わせていただきます,買,わせていただきます
1791,待たされなかった,待,たされなかった
1792,要らせていただきます,要,らせていただきます
1793,磨けました,磨,けました
1794,買いたがります,買,いたがります
1795,渡らせられませんでした,渡,らせられませんでした
1796,送れません,送,れません
1797,飲みません,飲,みません
1798,歌わせられません,歌,わせられません
1799,書きたがります,書,きたがります
1800,困らせていただきます,困,らせていただきます
1801,降りたくなかったです,降,りたくなかったです
1802,飲もう,飲,もう
1803,切りたがらなかった,切,りたがらなかった
1804,違って,違,って
1805,弾かれません,弾,かれません
1806,飛ばされませんでした,飛,ばされませんでした
1807,押させました,押,させました
1808,降らせない,降,らせない
1809,洗いたがりませんでした,洗,いたがりませんでした
1810,咲かさない,咲,かさない
1811,有りたがらなかった,有,りたがらなかった
1812,有らせました,有,らせました
1813,聞きません,聞,きません
1814,鳴きたがりません,鳴,きたがりません
1815,作らせていただきませんでした,作,らせていただきませんでした
1816,開かされる,開,かされる
1817,住め,住,め
1818,送らなかったでしょう,送,らなかったでしょう
1819,使わせません,使,わせません
1820,飲まされませんでした,飲,まされませんでした
1821,違わせませんでした,違,わせませんでした
1822,出せませんでした,出,せませんでした
1823,待てた,待,てた
1824,読まれなかった,読,まれなかった
1825,吹かせられます,吹,かせられます
1826,立たされる,立,たされる
1827,寝て,寝,て
1828,居なかっただろう,居,なかっただろう
1829,買いたがった,買,いたがった
1830,座らせられます,座,らせられます
1831,引きたがりません,引,きたがりません
1832,聞かれました,聞,かれました
1833,咲ける,咲,ける
1834,立たれる,立,たれる
1835,入らせた,入,らせた
1836,なれた,な,れた
1837,弾いた,弾,いた
1838,着かしません,着,かしません
1839,返させなかった,返,させなかった
1840,走らせていただきました,走,らせていただきました
1841,話したい,話,したい
1842,買いたがらない,買,いたがらない
1843,持ちたがります,持,ちたがります
1844,違わせられません,違,わせられません
1845,並ばれなかった,並,ばれなかった
1846,ありましょう,あ,りましょう
1847,居させられた,居,させられた
1848,歌わされない,歌,わされない
1849,出させた,出,させた
1850,歩かないで,歩,かないで
1851,入りたくなかったです,入,りたくなかったです
1852,死にたがりません,死,にたがりません
1853,渡ささない,渡,ささない
1854,違わせません,違,わせません
1855,脱がせていただいた,脱,がせていただいた
1856,言えなかった,言,えなかった
1857,立て,立,て
1858,読めません,読,めません
1859,着いて,着,いて
1860,着かされました,着,かされました
1861,困らなかったです,困,らなかったです
1862,走りたくない,走,りたくない
1863,話させていただきました,話,させていただきました
1864,泳がれない,泳,がれない
1865,遊びたくない,遊,びたくない
1866,買われた,買,われた
1867,撮れます,撮,れます
1868,貸してください,貸,してください
1869,書かせられました,書,かせられました
1870,着させていただきました,着,させていただきました
1871,渡らされた,渡,らされた
1872,売れなかった,売,れなかった
1873,張った,張,った
1874,買わす,買,わす
1875,知らされない,知,らされない
1876,おかせられませんでした,お,かせられませんでした
1877,引けた,引,けた
1878,返せる,返,せる
1879,履かなかったでしょう,履,かなかったでしょう
1880,死なせません,死,なせません
1881,飲ませられた,飲,ませられた
1882,寝られました,寝,られました
1883,出させられません,出,させられません
1884,磨かした,磨,かした
1885,撮ります,撮,ります
1886,居た,居,た
1887,おきたがりました,お,きたがりました
1888,要れません,要,れません
1889,使わせていただかない,使,わせていただかない
1890,咲かされました,咲,かされました
1891,話さなかったでしょう,話,さなかったでしょう
1892,おかしません,お,かしません
1893,作りません,作,りません
1894,呼ばせていただかなかった,呼,ばせていただかなかった
1895,冠れました,冠,れました
1896,住みます,住,みます
1897,出さされる,出,さされる
1898,乗りたかったです,乗,りたかったです
1899,違いな,違,いな
1900,居たかったです,居,たかったです
1901,磨かない,磨,かない
1902,飛ばされない,飛,ばされない
1903,住ませられた,住,ませられた
1904,登らせない,登,らせない
1905,使わせました,使,わせました
1906,送れなかった,送,れなかった
1907,貸させられた,貸,させられた
1908,歌いませんでした,歌,いませんでした
1909,休みたがりました,休,みたがりました
1910,脱がす,脱,がす
1911,作らせました,作,らせました
1912,話させなかった,話,させなかった
1913,住みたくない,住,みたくない
1914,待たされない,待,たされない
1915,着たくない,着,たくない
1916,休ませていただかなかった,休,ませていただかなかった
1917,降らないでしょう,降,らないでしょう
1918,読まれた,読,まれた
1919,着ませんでした,着,ませんでした
1920,取らないでください,取,らないでください
1921,行かれます,行,かれます
1922,読まさない,読,まさない
1923,走らせます,走,らせます
1924,開いただろう,開,いただろう
1925,渡したかった,渡,したかった
1926,乗らされました,乗,らされました
1927,寝たいです,寝,たいです
1928,歌わした,歌,わした
1929,返さされる,返,さされる
1930,居ないでしょう,居,ないでしょう
1931,有らせていただきます,有,らせていただきます
1932,降りたくなかった,降,りたくなかった
1933,呼ばれない,呼,ばれない
1934,話させた,話,させた
1935,鳴かなかったです,鳴,かなかったです
1936,切れた,切,れた
1937,弾かれます,弾,かれます
1938,有らせます,有,らせます
1939,取らさなかった,取,らさなかった
1940,休ましました,休,ましました
1941,おかないです,お,かないです
1942,押しなさい,押,しなさい
1943,持たす,持,たす
1944,持たないで,持,たないで
1945,休めません,休,めません
1946,困りたくなかったです,困,りたくなかったです
1947,住みたくなかった,住,みたくなかった
1948,立たせていただかない,立,たせていただかない
1949,送りたがりました,送,りたがりました
1950,押した,押,した
1951,弾きたがりませんでした,弾,きたがりませんでした
1952,遊ぼう,遊,ぼう
1953,話そう,話,そう
1954,消そう,消,そう
1955,待たせられません,待,たせられません
1956,着て,着,て
1957,行かせられました,行,かせられました
1958,おいたでしょう,お,いたでしょう
1959,切らせられない,切,らせられない
1960,会わせなかった,会,わせなかった
1961,冠りましょう,冠,りましょう
1962,要らなかったです,要,らなかったです
1963,洗ってください,洗,ってください
1964,張られます,張,られます
1965,違わさない,違,わさない
1966,読もう,読,もう
1967,着かした,着,かした
1968,洗いませんでした,洗,いませんでした
1969,切られた,切,られた
1970,咲かされない,咲,かされない
1971,並ばせました,並,ばせました
1972,聞いた,聞,いた
1973,入らせます,入,らせます
1974,おかせない,お,かせない
1975,渡られました,渡,られました
1976,歩きたかった,歩,きたかった
1977,渡らなかったです,渡,らなかったです
1978,着な,着,な
1979,呼ばせていただきました,呼,ばせていただきました
1980,話さされる,話,さされる
1981,取りたい,取,りたい
1982,おかせていただかない,お,かせていただかない
1983,寝さしませんでした,寝,さしませんでした
1984,切らせていただきません,切,らせていただきません
1985,並びました,並,びました
1986,降らせていただいた,降,らせていただいた
1987,脱ぎます,脱,ぎます
1988,履かさなかった,履,かさなかった
1989,有らせません,有,らせません
1990,有らなかったです,有,らなかったです
1991,消させていただいた,消,させていただいた
1992,来ません,来,ません
1993,待たす,待,たす
1994,冠りたい,冠,りたい
1995,出したがりませんでした,出,したがりませんでした
1996,歩きませんでした,歩,きませんでした
1997,話したくない,話,したくない
1998,着させられません,着,させられません
1999,待たせない,待,たせない
